AT,V,AP,RH,PE,PE_Class,AT_V,AT_AP,V_RH,AP_RH
0.3305949008498584,0.2578291814946619,0.4866759088108452,0.4021522518931844,475.74,4,0.08523701269242788,0.16089257381933608,0.10368658594185481,0.19571781267044344
0.671671388101983,0.7898576512455516,0.414279112754162,0.8536178847059677,435.12,2,0.5305247850150716,0.27825942672524595,0.6742366174750517,0.35363605990707286
0.560056657223796,0.7453736654804269,0.6308533579790527,0.6933222218196311,446.15,2,0.41745148347161587,0.35331362286815504,0.5167841258367321,0.43738465179641195
0.7322946175637395,0.9163701067615658,0.1354744300677737,0.5552012754085291,436.64,2,0.671052896877804,0.09920719595614592,0.5087698520202714,0.07521557635887155
0.7124645892351276,0.7845195729537365,0.5230283425754791,0.2943222580528278,436.69,2,0.5589424152914015,0.3726391732513683,0.23090157219838392,0.153938882812443
0.2968838526912181,0.299288256227758,0.6043592113370302,0.7531794630240225,468.75,4,0.08885385057413324,0.17942449107116362,0.22541776811501885,0.45519094626844614
0.3980169971671388,0.3142348754448398,0.4703481207640188,0.1328671328671327,466.6,4,0.12507082152974502,0.18720654664970152,0.04175148694721642,0.06249380625535906
0.341643059490085,0.3508896797153024,0.8474276032039469,0.7323091416355665,465.48,4,0.11987902372143193,0.2895177590549462,0.2569597201610919,0.6205789807005678
0.6311614730878188,0.8597864768683275,0.5550677757239697,0.918692706257473,441.34,2,0.5426640992811994,0.3503373949895197,0.789879565237742,0.5099367170361698
0.5280453257790368,0.7845195729537365,0.4811306223043736,0.8789811225044386,441.83,2,0.41426189348038667,0.2540587761969837,0.6895778948615782,0.4229047344643574
0.3756373937677054,0.2480427046263345,0.6804528650646979,0.4704155947679262,464.7,3,0.09317411510892905,0.25560354081467124,0.11668315642464218,0.3200956392309493
0.8756373937677054,0.7898576512455516,0.3908656808379547,0.2635965071198231,437.99,2,0.6916288951841361,0.34225660608218644,0.20820371799019477,0.10303082822189642
0.4651558073654392,0.597864768683274,0.5741682070240302,0.557230334432407,459.12,3,0.27810026917221986,0.2670776759018294,0.3331483849987344,0.31994394202045584
0.9560906515580736,0.7754448398576511,0.2972119531731358,0.1099677524547989,429.69,1,0.7413955621868477,0.2841615699601511,0.08527392619181735,0.03268373049315068
0.4688385269121813,0.4638790035587188,0.4207486136783771,0.8552121453675858,459.8,3,0.21748434869396024,0.1972631602373128,0.3967149578244299,0.3598293245643225
0.6951841359773372,0.6884341637010675,0.3973351817621697,0.7257871662016739,433.63,1,0.4785885092698073,0.2762211150267322,0.49965668078901704,0.2883807756033922
0.6830028328611899,0.6332740213523133,0.5455175600739395,0.2506974890394579,442.84,2,0.4325279505610276,0.372590038906025,0.15876020702694496,0.13675988253746824
0.1756373937677053,0.290035587188612,0.5415126309303773,0.6602775462879089,485.13,5,0.05094109463369387,0.09510986718890474,0.1915039858450696,0.3575486312346195
0.5048158640226629,0.4868327402135231,0.8680683918669132,0.289829341642813,459.12,3,0.2457608903854102,0.4382146952710593,0.141098412586252,0.25159169051572283
0.5158640226628896,0.7466192170818503,0.4663431916204565,0.6547701003659554,445.31,2,0.3851539927212605,0.24056967477077942,0.4888639397038342,0.3053475783823063
0.2342776203966006,0.2733096085409252,0.7944393099199054,0.5237508605384252,480.8,5,0.06403032472049437,0.18611935107755295,0.1431461426667297,0.41608827221610317
0.7201133144475922,0.7316725978647688,0.2562384473197809,0.3075111417080328,432.55,1,0.5268871795388789,0.18452071758835217,0.2249974759258774,0.07879617748479945
0.6107648725212466,0.6834519572953736,0.5085489833641397,0.6562194282401534,443.86,2,0.4174284475719053,0.3106038549952083,0.4484944526459838,0.33371972309532705
0.4796033994334278,0.6023131672597865,0.6588878619839811,0.8752128700315229,449.77,2,0.28887144254130837,0.3160048584529405,0.5271522357752144,0.5766671367159341
0.368271954674221,0.3261565836298932,0.6246919285274224,0.5904199427515491,470.71,4,0.12011432258324681,0.2300565175880026,0.19256935143480236,0.3688305726785155
0.6031161473087819,0.4615658362989323,0.4626463339494755,0.7085401644987137,452.17,3,0.278377808917968,0.2790294744981398,0.32703793357823185,0.32780350956128823
0.2524079320113315,0.2850533807829182,0.7605514479359243,0.4725895865792239,478.29,4,0.071949734356255,0.19196921816173051,0.1347132593772094,0.3594286943522686
0.7832861189801701,0.8288256227758005,0.3095348120764036,0.4507047356788288,428.54,1,0.6492076053753792,0.24245432164058245,0.37355563323700786,0.13950880566029142
0.1781869688385269,0.2718861209964412,0.7315927295132489,0.8388347403891445,478.27,4,0.04844656376962082,0.13036029089627013,0.2280675237214613,0.6136853973318318
0.7218130311614731,0.6637010676156582,0.3301756007393734,0.3892532338128193,439.58,2,0.479068079400764,0.23832505118524744,0.25834778685441556,0.1285219203138914
0.43314447592068,0.4329181494661921,0.2654805914972264,0.7341932678720242,457.32,3,0.1875161049670844,0.11499145167117827,0.317845590877693,0.1949140630279466
0.2742209631728046,0.3352313167259787,0.6739833641404829,0.8692706257473097,475.51,4,0.0919274545582854,0.1848203672770503,0.2914067364604861,0.5858739406896745
0.619830028328612,0.7158362989323844,0.4293746149106603,0.8370955469401065,439.66,2,0.4436968334459086,0.26613927972366147,0.5992233781743859,0.3594275781108368
0.3314447592067989,0.2763345195729537,0.4349199014171283,0.7778180368853944,471.99,4,0.09158962830038408,0.1441519219994448,0.21493797353790342,0.33828854392266
0.2218130311614731,0.248932384341637,0.5603049907578566,0.8782564585673394,479.81,4,0.05521644672507133,0.12428294837490134,0.2186264742946099,0.4920914769006009
0.6753541076487253,0.9530249110320284,0.428758471965498,0.8028914091090258,434.78,1,0.6436292883570414,0.2895637952310899,0.7651755137345092,0.3442464937238114
0.5603399433427763,0.6496441281138788,0.4395409735058528,0.3775136780318127,446.58,2,0.36402155394029817,0.2462923641910983,0.24524954421604053,0.16593272955387803
0.7413597733711049,0.5866548042704626,0.5239525569932226,0.3346135729555418,437.76,2,0.43492227274102,0.3884373489097065,0.1963026601484735,0.17532163715469437
0.4813031161473088,0.2555160142348753,0.1333179297597055,0.4730243849414832,459.36,3,0.1229806538767856,0.0641663350316543,0.12086530547615115,0.06306263172625655
0.46657223796034,0.344306049822064,0.6185304990757885,0.0369216275952026,462.28,3,0.1606436442087647,0.28858915920051664,0.012712339750305519,0.022837152743151068
0.3325779036827196,0.3224199288256226,0.5904959950708601,0.5230261966013261,464.33,3,0.10722974403435723,0.1963859201737082,0.16863406908213566,0.3088448744102274
0.6,0.3709964412811387,0.4250616142945205,0.4195441863835645,444.36,2,0.2225978647686832,0.25503696857671226,0.15564940010849318,0.1783321291320791
0.6269121813031162,0.6055160142348753,0.5362754158964904,0.6288271314178049,438.64,2,0.37960536529795447,0.33619759075890465,0.38076489825885934,0.33722453142808034
0.3379603399433428,0.154270462633452,0.6709026494146677,0.5243305916881046,470.49,4,0.052137297994818206,0.22673848746507042,0.08088872295259553,0.3517747831327097
0.5521246458923513,0.2800711743772242,0.152418361059766,0.1679408674227326,455.13,3,0.15463419797767988,0.08415393362761585,0.04703539596501442,0.02559727176752835
0.7288951841359774,0.7396797153024911,0.6206869993838566,0.348382187760426,450.22,3,0.5391489822870567,0.45241576470670347,0.2576912374590909,0.21623629475980216
0.651558073654391,0.6827402135231316,0.3828558225508338,0.7601362368201745,440.43,2,0.44484489832951923,0.2494528022285886,0.5189755766332756,0.2910225841984833
0.0895184135977337,0.3112099644128113,0.5270332717190414,0.8350664879162288,482.98,5,0.027859022310042027,0.04717918239751191,0.2598810119867409,0.4401078232294194
0.379886685552408,0.4540925266903914,0.5322704867529318,0.9994202688503206,460.44,3,0.17250370489853117,0.20220247102993813,0.4538292751078324,0.5319619129717061
0.6252124645892352,0.5131672597864769,0.4897566235366604,0.4834595456357113,444.97,2,0.32083856723760756,0.30620194565025766,0.24809561025149315,0.23677751468711394
0.8838526912181304,0.7706405693950177,0.2553142329020339,0.2934526613283088,433.94,1,0.6811327412216588,0.22566017185675522,0.22614652601653115,0.07492264112009751
0.6847025495750709,0.8508896797153026,0.4734288354898339,0.7915866516902785,439.73,2,0.5826063331081832,0.3241579307022461,0.6735529125236499,0.3747599466990253
0.7470254957507083,0.8633451957295372,0.276571164510166,0.6412913511359106,434.48,1,0.6449408728438498,0.20660571127855745,0.5536558070660921,0.17736269577395658
0.5626062322946176,0.6313167259786477,0.6474892174984603,0.7314395449110473,442.33,2,0.3551827245874205,0.364281469108199,0.4617700187445545,0.473599218581884
0.4492917847025496,0.351067615658363,0.5344269870609999,0.3008442334867205,457.67,3,0.15773179559041464,0.24011365480984304,0.10561666773475081,0.16077927727698402
0.5541076487252126,0.576512455516014,0.674291435613064,0.5646219065908185,454.66,3,0.31944996118677726,0.37363004194310295,0.32551156180680624,0.3807197159737083
0.7614730878186969,0.7453736654804269,0.6407116451016677,0.3285263958839087,432.21,1,0.5675819866321212,0.48788467479696396,0.24487492390706286,0.21049068756610087
0.4192634560906516,0.3275800711743772,0.4725046210720904,0.6676691184463206,457.66,3,0.13734235278699103,0.19810392044948832,0.2187150973415794,0.3154767438130154
0.7393767705382437,0.6832740213523131,0.4115064695009245,0.5001268161889924,435.21,2,0.5051969393001522,0.30425832447518786,0.3417236608835819,0.20580542043267006
0.5427762039660057,0.3927046263345195,0.3304836722119546,0.579984782057321,448.22,2,0.2131507263617392,0.17937867307595046,0.22776270711752797,0.1916755006013536
0.2546742209631729,0.290035587188612,0.5199476278496604,0.7362223268959018,475.51,4,0.07386458721885616,0.132417257064262,0.21353067488261915,0.3827970524394814
0.5325779036827195,0.6681494661921706,0.5030036968576717,0.7011485923403022,446.53,2,0.3558416420513543,0.2678886544171169,0.4684720576935648,0.3526803339937246
0.6696883852691219,0.5686832740213522,0.4555606900801017,0.2308416971629406,441.3,2,0.3808405835089169,0.3050837029318302,0.13127581212326656,0.10516240285881107
0.8031161473087819,0.7825622775800712,0.3314078866296981,0.3844704518279647,433.54,1,0.6284884013992924,0.2661590250977887,0.30087207244473113,0.12741653991187094
0.090084985835694,0.2434163701067615,0.7251232285890374,0.6917279611580129,472.52,4,0.02192816025324366,0.06532271577657614,0.16837790940643443,0.5015880125002107
0.2464589235127479,0.3455516014234875,0.4829790511398677,0.7844849451067069,474.77,4,0.08516427570493885,0.11903449702314021,0.2710800290742392,0.3788897944211485
0.9059490084985836,0.7774021352313166,0.1450246457178075,0.1299684771187361,435.1,2,0.7042866936174931,0.13138493399590606,0.10103777162486796,0.018848632348627672
0.5532577903682719,0.6128113879003557,0.6163739987677133,0.6652052610601833,450.74,3,0.33904267438226476,0.341013716598681,0.4076453592689094,0.4100152267609858
0.611614730878187,0.7064056939501778,0.5362754158964904,0.5249103228377838,442.7,2,0.4320481283961569,0.3279939441701198,0.37079964086583656,0.28149650168819357
0.8611898016997168,0.7612099644128113,0.198012939001849,0.4533135258523858,426.56,1,0.6555462583045175,0.17052672367298047,0.34506677288194065,0.08976194354332157
0.3526912181303117,0.3017793594306049,0.5880314232902037,0.6705677741947174,463.71,3,0.10643492988416521,0.2073935189791229,0.20236351335128833,0.3943149226722636
0.7337110481586403,0.7396797153024911,0.6142174984596451,0.4001231928693068,447.06,2,0.5427111792162754,0.45065816459220426,0.2959630093874926,0.24576266659987175
0.5705382436260623,0.576512455516014,0.6502618607516943,0.5298380376100582,452.27,3,0.328922403798655,0.3709992599302868,0.3054582280883609,0.3445334682333427
0.6784702549575071,0.686476868327402,0.6647412199630338,0.1590999673901227,445.78,2,0.4657541358765235,0.4510071449890839,0.1092184473649632,0.10576030641898905
0.6195467422096318,0.7640569395017792,0.6474892174984603,0.7681075401282655,438.65,2,0.47336898773098907,0.4011498353170348,0.5868778963186426,0.4973413501123179
0.18328611898017,0.2741992882562277,0.4509396179913736,0.8497046994456321,480.15,5,0.05025692337160888,0.08265097247603931,0.23298842381596419,0.38316551257348824
0.6127478753541077,0.6612099644128114,0.6022027110289621,0.5224464654516466,447.19,2,0.40515500085691536,0.3689984317154802,0.3454468088288824,0.31461867786248054
0.6660056657223796,0.4101423487544483,0.3560536044362301,0.593898329649625,443.04,2,0.27315712802314673,0.23713371785540424,0.2435828558438408,0.21145964094040534
0.0603399433427762,0.2587188612099643,0.3434226740603812,0.9613029457589042,488.81,5,0.015611081427116825,0.0207221046954281,0.24870720340452776,0.33013322821464447
0.4388101983002834,0.576512455516014,0.5960412815773282,0.8199934780245661,455.75,3,0.2529795449275654,0.26154899296410244,0.4727364535230593,0.48874996352681305
0.4643059490084986,0.4275800711743772,0.6752156500308111,0.944055944055944,455.86,3,0.19852797072374057,0.313506643172946,0.40365950775203435,0.6374413479311852
0.5558073654390935,0.3845195729537366,0.5245686999383885,0.4360665241494256,457.68,3,0.21371881080318167,0.2915591471045661,0.1676761136453574,0.2287468496597161
0.264872521246459,0.2613879003558718,0.5556839186691356,0.8292691764194353,479.11,4,0.06923447219057796,0.1471854005540062,0.2167609288541192,0.46081154558427856
0.8093484419263457,0.8683274021352311,0.3243222427603243,0.6320156527410412,432.84,1,0.7027794300001007,0.2624897018601265,0.5487965098534306,0.2049767339566048
0.6104815864022664,0.6612099644128114,0.5935767097966718,0.5365049458313708,448.37,2,0.4036565080197192,0.36236765144810984,0.354742416140458,0.3184568405362267
0.563172804532578,0.3930604982206406,0.3280191004312982,0.6672343200840609,447.06,2,0.22136098313389055,0.18473143673014758,0.26226345428215136,0.21886560145086256
0.6178470254957508,0.4243772241992882,0.5294978434996942,0.2663502300807999,443.53,2,0.26220020565967356,0.3271486676127006,0.11303297130653162,0.14103187244343093
0.568271954674221,0.642170818505338,0.438000616142947,0.8849233667886518,445.21,2,0.3649276662667728,0.24890346628406565,0.5682719627651679,0.3875969798927206
0.7773371104815865,0.7322064056939502,0.5735520640788678,0.0360520308706835,441.7,2,0.5691712116782436,0.44584330420181684,0.026397527941790504,0.020677716720115587
0.5161473087818698,0.7384341637010675,0.4971503388786189,0.4844740751476503,450.93,3,0.3811408063068967,0.2566028094721937,0.3577522085165033,0.24085645063755984
0.4626062322946176,0.4345195729537366,0.1859981515711659,0.9989854704880612,451.44,3,0.20101146250239432,0.08604390411210026,0.43407874002346,0.18580945095723087
0.6351274787535411,0.5610320284697509,0.4746611213801621,0.534475886807493,441.29,2,0.35632685774197775,0.3014703212845109,0.29985809094377674,0.2536949237827012
0.4617563739376771,0.346797153024911,0.5412045594577961,0.2576542628356099,458.85,3,0.16013579587269264,0.2499046549337699,0.08935376481612163,0.13944366181036946
0.1348441926345609,0.3254448398576511,0.6570394331484941,0.6276676691184462,481.46,5,0.04388434667768893,0.08859795189197824,0.20427120406007787,0.41240240952322044
0.3045325779036827,0.3211743772241991,0.6166820702402944,0.7225986448784376,467.19,4,0.0978080610526952,0.1877997805972568,0.23208016975188242,0.4456136282764662
0.328328611898017,0.288612099644128,0.7266635859519432,0.5798398492699011,461.54,3,0.0947596100531287,0.23858444649243687,0.16734879635512084,0.42134850414830055
0.7164305949008499,0.4889679715302492,0.2885859519408491,0.3288162614587484,439.08,2,0.3503116147308783,0.2067518052290106,0.16078062037164428,0.09489175382670403
0.353257790368272,0.3092526690391459,0.9820548367221208,0.5725932098989093,467.22,4,0.1092459145302592,0.3469185216409305,0.1770759784349296,0.5623179312554684
0.4101983002832862,0.3377224199288257,0.6955483672211962,0.408674227327077,468.8,4,0.1385331626223625,0.2853127579989496,0.13801844901544347,0.28425269154273236
0.8337110481586403,0.8295373665480427,0.2386783733826263,0.3769339468821333,426.93,1,0.6915944673515269,0.19898879684562867,0.3126807936591646,0.08996598131452083
0.2481586402266289,0.2201067615658362,0.8455791743684529,0.5670857639769558,474.65,4,0.054621394654864736,0.2098377781152308,0.12481941103905586,0.4795159120997376
0.3396600566572239,0.3354092526690391,0.8015249537892792,0.7566578499220986,468.97,4,0.11392512576492293,0.2722460112162453,0.25379004396853305,0.6064801481931055
0.6654390934844193,0.8224199288256228,0.4087338262476905,0.8144860321026124,433.97,1,0.5472703719012431,0.27198746681468133,0.6698495445512944,0.33290799232660007
0.4603399433427762,0.4412811387900355,0.3884011090573018,0.9989854704880612,450.53,3,0.20313933442884072,0.17879654453770977,0.440833446051671,0.3880070646696934
