AT,V,AP,RH,PE,PE_Class
0.5218130311614732,0.4749110320284696,0.4625234228607127,0.23854272083273098,457.57,3
0.7223796033994334,0.6081850533807828,0.2779512804497202,0.5927425184328464,440.13,2
0.7580736543909349,0.7914590747330962,0.19456589631480625,0.514095706231025,433.24,1
0.45580736543909356,0.32669039145907464,0.3529044347282948,0.6323550672256758,452.55,3
0.6237960339943343,0.8186832740213522,0.14678326046221102,0.4885065779962411,443.29,2
0.7396600566572239,0.8830960854092526,0.253903810118679,0.6381379210640449,431.76,1
0.43994334277620406,0.3455516014234875,0.32698313554028857,0.3670666473904872,454.97,3
0.4569405099150143,0.6709964412811388,0.470955652717052,0.9160040479976866,456.7,3
0.13002832861189806,0.25871886120996435,0.3251093066833235,0.8032383981494867,486.03,5
0.2824362606232295,0.25978647686832745,0.43816364772017735,0.7511927136041637,472.79,4
0.523229461756374,0.5674377224199288,0.39912554653341914,0.8302732398438629,452.03,3
0.5447592067988669,0.5131672597864769,0.46595877576514866,0.7896486916293189,443.41,2
0.660056657223796,0.7466192170818503,0.5356027482823258,0.3961254879282926,441.93,2
0.8065155807365441,0.8117437722419928,0.31761399125546674,0.6258493566575104,432.64,1
0.17932011331444764,0.19359430604982208,0.49375390381011997,0.8220326731241866,480.25,5
0.42634560906515584,0.253914590747331,0.22267332916927174,0.7591441376319213,466.68,4
0.1257790368271955,0.26174377224199286,0.7136164896939441,0.4951568599103656,494.39,5
0.5818696883852692,0.5170818505338078,0.47220487195503225,0.6364030649125344,454.72,3
0.4580736543909349,0.5603202846975089,0.466583385384137,0.7738904149197628,448.71,2
0.5490084985835695,0.3046263345195729,0.5024984384759534,0.7160618765360703,469.76,4
0.5419263456090653,0.347508896797153,0.3841349156777021,0.6382824924100042,450.71,3
0.6351274787535411,0.5948398576512456,0.3891317926296054,0.6471013445135173,444.01,2
0.49206798866855533,0.5843416370106761,0.6283572767020651,0.6611247650715627,453.2,3
0.5402266288951841,0.5781138790035586,0.47001873828856944,0.7876246927858898,450.87,3
0.6192634560906517,0.6850533807829181,0.6973766396002503,0.38976434870608645,441.73,2
0.34872521246458926,0.2519572953736655,0.6580262336039979,0.6842561804250397,465.09,4
0.6634560906515581,0.6987544483985765,0.7261086820737077,0.30663582477952867,447.28,2
0.13399433427762042,0.24857651245551593,0.44347282948157485,0.9064623391643775,491.16,5
0.5175637393767705,0.6612099644128114,0.6449094316052495,0.646956773167558,450.98,3
0.6475920679886686,0.6797153024911032,0.5124921923797636,0.5286974121729073,446.3,2
0.7368271954674221,0.9676156583629892,0.3444722048719555,0.556165967905161,436.48,2
0.3892351274787536,0.2966192170818506,0.6267957526545906,0.6301864970362873,460.84,3
0.6359773371104817,0.7855871886120996,0.5024984384759534,0.3215266734133294,442.56,2
0.32974504249291786,0.2870106761565836,0.7136164896939441,0.8346103802226398,467.3,4
0.2620396600566573,0.27188612099644127,0.7535915053091848,0.9421714616163076,479.13,4
0.6543909348441926,0.4793594306049821,0.35540287320424824,0.5388174063900535,441.15,2
0.5830028328611898,0.5992882562277578,0.4509681449094316,0.800925256614139,445.52,2
0.2872521246458924,0.2727758007117437,0.5708931917551539,0.7857452652884199,475.4,4
0.3694050991501417,0.2727758007117437,0.5487195502810742,0.6021396559201965,469.3,4
0.23512747875354112,0.2893238434163701,0.6193004372267339,0.9661703050455398,463.57,3
0.6192634560906517,0.7706405693950177,0.29262960649594305,0.6683533323695242,445.32,2
0.4059490084985837,0.3354092526690391,0.7189256714553451,0.7170738759577852,461.03,3
0.3767705382436261,0.31619217081850537,0.5512179887570277,0.23015758276709553,466.74,4
0.6325779036827196,0.6140569395017793,0.6599000624609666,0.38701749313286105,444.04,2
0.8008498583569406,0.7453736654804269,0.63272954403498,0.3195026745699002,434.01,1
0.36713881019830036,0.3476868327402135,0.7232979387882601,0.7708544166546191,465.23,4
0.7305949008498585,0.7825622775800712,0.3838226108682079,0.586815093248518,440.6,2
0.3422096317280454,0.3466192170818506,0.8219862585883853,0.8960532022553128,466.74,4
0.7093484419263457,0.8939501779359428,0.627420362273579,0.6297527829984096,433.48,1
0.30028328611898025,0.2775800711743772,0.8126171143035634,0.6935087465664304,473.59,4
0.3192634560906516,0.29145907473309607,0.731105559025611,0.48359115223362725,474.81,4
0.484985835694051,0.33274021352313166,0.6321049344159952,0.5383836923521758,454.75,3
0.5294617563739377,0.4329181494661921,0.3828856964397289,0.5756830996096572,452.94,3
0.8189801699716714,0.7788256227758005,0.39350405996252746,0.443400318056961,435.83,2
0.16260623229461757,0.24661921708185053,0.5368519675203025,0.6761601850513229,482.19,5
0.3912181303116148,0.26263345195729526,0.4900062460961898,0.9436171750759,462.59,3
0.6512747875354108,0.6987544483985765,0.7292317301686495,0.3578140812490964,447.82,2
0.23286118980169973,0.2893238434163701,0.5374765771392873,0.9342200375885498,462.73,3
0.5841359773371105,0.6734875444839857,0.45971267957526507,0.7772155558768251,447.98,2
0.3722379603399434,0.24822064056939508,0.3688319800124944,0.6405956339453519,462.72,3
0.6507082152974505,0.588967971530249,0.6083697688944447,0.5278299840971519,442.42,2
0.6059490084985836,0.4101423487544483,0.3529044347282948,0.7218447303744399,444.69,2
0.3456090651558074,0.2427046263345195,0.6055590256089971,0.6974121729073298,466.7,4
0.49830028328611903,0.6987544483985765,0.71955028107433,0.7244470146017058,453.84,3
0.8028328611898017,0.7466192170818503,0.5149906308557171,0.02616741361862074,436.92,2
0.14447592067988668,0.19074733096085406,0.7645221736414776,0.7708544166546191,486.37,5
0.7713881019830029,0.6176156583629894,0.5646470955652738,0.21917016047419402,440.43,2
0.6858356940509915,0.6709964412811388,0.42473454091193474,0.3320803816683533,446.82,2
0.11558073654390937,0.25124555160142337,0.2426608369768921,0.4169437617464218,484.91,5
0.7000000000000001,0.8234875444839856,0.3413491567770137,0.6405956339453519,437.76,2
0.7569405099150143,0.7601423487544482,0.4975015615240501,0.16683533323695243,438.91,2
0.41869688385269127,0.2523131672597865,0.33198001249219544,0.572357958652595,464.19,3
0.5988668555240794,0.754982206405694,0.391942535915053,0.8775480699725314,442.19,2
0.6274787535410765,0.3927046263345195,0.3447845096814497,0.4707243024432557,446.86,2
0.4439093484419264,0.3352313167259787,0.673016864459715,0.4412317478675726,457.15,3
0.138243626062323,0.32544483985765116,0.7120549656464732,0.5574671100187941,482.57,5
0.23909348441926348,0.2829181494661921,0.31542785758901104,0.9699291600404799,476.03,4
0.76657223796034,0.8402135231316724,0.35446595877576925,0.6990024577128814,428.89,1
0.28980169971671393,0.2645907473309608,0.6474078700812029,0.727049298828972,472.7,4
0.588385269121813,0.4793594306049821,0.3653966271080584,0.6939424606043082,445.6,2
0.37705382436260626,0.4749110320284696,0.5399750156152407,0.7140378776926412,464.78,3
0.6705382436260624,0.5976868327402135,0.6146158650843248,0.29160040479976856,440.42,2
0.7382436260623231,0.8083629893238434,0.20674578388507214,0.5953448026601128,428.41,1
0.6206798866855524,0.8026690391459074,0.41567770143660354,0.641896776058985,438.5,2
0.6569405099150142,0.6062277580071175,0.3279200499687711,0.5482145438774034,438.28,2
0.18725212464589236,0.27188612099644127,0.781074328544662,0.9453520312274105,476.29,4
0.584985835694051,0.5895017793594305,0.44222361024359813,0.5717796732687582,448.46,2
0.7963172804532579,0.5663701067615657,0.35227982510930644,0.21411016336562083,438.99,2
0.2796033994334278,0.24661921708185053,0.6420986883198019,0.38976434870608645,471.8,4
0.34645892351274793,0.30391459074733085,0.4809494066208657,0.735868150932485,471.81,4
0.5113314447592068,0.6010676156583629,0.5865084322298593,0.5541419690617319,449.82,2
0.684985835694051,0.7601423487544482,0.4931292941911316,0.40696833887523487,442.14,2
0.6121813031161474,0.5948398576512456,0.3872579637726439,0.7308081538239121,441.46,2
0.24900849858356944,0.2644128113879003,0.43816364772017735,0.7925401185485036,477.62,4
0.5427762039660057,0.6496441281138788,0.4406620861961308,0.49761457279167265,446.76,2
0.3492917847025497,0.2572953736654804,0.47220487195503225,0.7251698713315021,472.52,4
0.19121813031161478,0.27313167259786475,0.7473454091193013,0.9379788925834899,471.58,4
0.6529745042492918,0.836832740213523,0.11898813241723971,0.8565852248084428,440.85,2
0.7702549575070822,0.9284697508896796,0.43691442848220063,0.6381379210640449,431.37,1
0.7303116147308782,0.8293594306049822,0.3529044347282948,0.8273818129246783,437.33,2
0.24475920679886687,0.27313167259786475,0.5727670206121189,0.7299407257481566,469.22,4
0.1898016997167139,0.2743772241992882,0.8173016864459726,0.8508023709700737,471.11,4
0.7934844192634561,0.7322064056939502,0.4259837601499079,0.18187075321671242,439.17,2
0.5878186968838527,0.6565836298932383,0.4612742036227395,0.46508601995084564,445.33,2
0.27110481586402274,0.24661921708185053,0.6645846346033757,0.3780540696833887,473.71,4
0.5223796033994335,0.576512455516014,0.5915053091817626,0.6761601850513229,452.66,3
0.5838526912181304,0.6062277580071175,0.3054341036851973,0.8612115078791384,440.99,2
0.3694050991501417,0.24110320284697506,0.5352904434728316,0.43356946653173334,467.42,4
0.6745042492917848,0.595373665480427,0.39600249843847735,0.5684545323116957,444.14,2
0.5110481586402267,0.5546263345195729,0.7254840724547194,0.6225242157004481,457.17,3
0.33597733711048167,0.5149466192170817,0.5802623360399757,0.6423304900968628,467.87,4
0.6396600566572238,0.8071174377224198,0.3885071830106206,0.7410727193870174,442.04,2
0.40396600566572244,0.34199288256227756,0.6926920674578412,0.5343356946653174,471.36,4
0.27733711048158644,0.24448398576512453,0.3894440974390996,0.9989880005782853,460.7,3
0.8376770538243626,0.8090747330960854,0.4063085571517817,0.2355067225675871,431.33,1
0.7960339943342777,0.9163701067615658,0.03903810118675821,0.5988145149631342,432.6,1
0.5059490084985836,0.6055160142348753,0.5224859462835774,0.6748590429376896,447.61,2
0.7186968838526913,0.7016014234875446,0.5911930043722684,0.47289287263264423,443.87,2
0.5546742209631729,0.4793594306049821,0.3703935040599653,0.7052190255891281,446.87,2
0.24475920679886687,0.2784697508896796,0.7254840724547194,0.908630909353766,465.74,4
0.5,0.5610320284697509,0.5209244222361029,0.7801069827960098,447.86,2
0.6158640226628895,0.6690391459074733,0.7126795752654616,0.5662859621223072,447.65,2
0.6101983002832863,0.6781138790035587,0.4509681449094316,0.7698424172329043,437.87,2
0.2110481586402267,0.290035587188612,0.6099312929419121,0.6119705074454241,483.51,5
0.24050991501416435,0.28647686832740216,0.6517801374141214,0.7977446870030359,479.65,4
0.5419263456090653,0.583629893238434,0.6102435977514062,0.49790371548359125,455.16,3
0.6039660056657223,0.8165480427046262,0.16083697688944554,0.9194737603007083,431.91,1
0.3104815864022663,0.2871886120996441,0.5243597751405389,0.8068526817984675,470.68,4
0.7501416430594902,0.7788256227758005,0.37320424734540936,0.3930894896631487,429.28,1
0.4906515580736544,0.6023131672597865,0.6552154903185539,0.8482000867428076,450.81,3
0.6410764872521247,0.8565836298932384,0.44191130543410395,0.8153823912100621,437.73,2
0.5243626062322947,0.34234875444839863,0.5565271705184287,0.07749024143414773,460.21,3
0.5305949008498584,0.7774021352313166,0.13304184884447423,0.7030504553997398,442.86,2
0.293201133144476,0.34946619217081853,0.7548407245471616,0.282347838658378,482.99,5
0.7444759206798868,0.7101423487544484,0.4975015615240501,0.30316611247650715,440.0,2
0.5648725212464589,0.4352313167259786,0.551842598376016,0.6844007517709988,455.28,3
0.6201133144475921,0.7330960854092526,0.1477201748906971,0.7835766950990312,436.94,2
0.40821529745042495,0.22259786476868326,0.7813866333541561,0.7537949978314297,461.06,3
0.64985835694051,0.7845195729537365,0.5193628981886356,0.3252855284082695,438.28,2
0.24560906515580744,0.2530249110320284,0.45190505933791414,0.836634379066069,472.61,4
0.7852691218130312,0.8083629893238434,0.19862585883822703,0.43226832441810026,426.85,1
0.3053824362606233,0.25551601423487535,0.6377264209868869,0.4358826080670811,470.18,4
0.6144475920679887,0.5170818505338078,0.467520299812616,0.5392511204279312,455.38,3
0.7705382436260624,0.7330960854092526,0.28419737663960376,0.38499349428943175,428.32,1
0.224929178470255,0.3048042704626335,0.41317926296065366,0.7610235651293912,480.35,5
0.5025495750708215,0.5546263345195729,0.7139287945034383,0.6810756108139365,455.56,3
0.5450424929178471,0.5866548042704626,0.4934415990006258,0.5110597079658812,447.66,2
0.6490084985835695,0.7706405693950177,0.29356652092442204,0.6943761746421858,443.06,2
0.5490084985835695,0.596085409252669,0.526233603997504,0.5489374006071995,452.43,3
0.2538243626062323,0.2879003558718861,0.7058088694565932,0.5803093826803526,477.81,4
0.7611898016997167,0.8613879003558716,0.23048094940662267,0.8098886800636115,431.66,1
0.7949008498583571,0.8638790035587188,0.22454715802623326,0.6261384993494289,431.8,1
